"","estado","genero","fecha","mes","casos"
"6669","Hidalgo","General","2013","jul",921
"6670","Jalisco","General","2013","jul",2508
"6671","Mexico","General","2013","jul",5046
"6672","Michoacan","General","2013","jul",1211
"6673","Morelos","General","2013","jul",1129
"6674","Nayarit","General","2013","jul",214
"6675","Nuevo Leon","General","2013","jul",1511
"6676","Oaxaca","General","2013","jul",1192
"6677","Puebla","General","2013","jul",1276
"6678","Queretaro","General","2013","jul",459
"6679","Quintana Roo","General","2013","jul",318
"6680","San Luis Potosi","General","2013","jul",1132
"6681","Sinaloa","General","2013","jul",1860
"6682","Sonora","General","2013","jul",1054
"6683","Tabasco","General","2013","jul",727
"6684","Tamaulipas","General","2013","jul",1241
"6685","Tlaxcala","General","2013","jul",320
"6686","Veracruz","General","2013","jul",2694
"6687","Yucatan","General","2013","jul",475
"6688","Zacatecas","General","2013","jul",392
"6689","Aguscalientes","Hombres","2003","jul",176
"6690","Baja California","Hombres","2003","jul",474
"6691","Baja California Sur","Hombres","2003","jul",93
"6692","Campeche","Hombres","2003","jul",108
"6693","Coahuila","Hombres","2003","jul",649
"6694","Colima","Hombres","2003","jul",48
"6695","Chiapas","Hombres","2003","jul",421
"6696","Chihuahua","Hombres","2003","jul",469
"6697","Distrito Federal","Hombres","2003","jul",1656
"6698","Durango","Hombres","2003","jul",380
"6699","Guanajuato","Hombres","2003","jul",558
"6700","Guerrero","Hombres","2003","jul",501
"6701","Hidalgo","Hombres","2003","jul",181
"6702","Jalisco","Hombres","2003","jul",1133
"6703","Mexico","Hombres","2003","jul",1264
"6704","Michoacan","Hombres","2003","jul",442
"6705","Morelos","Hombres","2003","jul",387
"6706","Nayarit","Hombres","2003","jul",148
"6707","Nuevo Leon","Hombres","2003","jul",539
"6708","Oaxaca","Hombres","2003","jul",275
"6709","Puebla","Hombres","2003","jul",507
"6710","Queretaro","Hombres","2003","jul",185
"6711","Quintana Roo","Hombres","2003","jul",70
"6712","San Luis Potosi","Hombres","2003","jul",412
"6713","Sinaloa","Hombres","2003","jul",438
"6714","Sonora","Hombres","2003","jul",384
"6715","Tabasco","Hombres","2003","jul",295
"6716","Tamaulipas","Hombres","2003","jul",537
"6717","Tlaxcala","Hombres","2003","jul",100
"6718","Veracruz","Hombres","2003","jul",697
"6719","Yucatan","Hombres","2003","jul",289
"6720","Zacatecas","Hombres","2003","jul",178
"6721","Aguscalientes","Hombres","2004","jul",195
"6722","Baja California","Hombres","2004","jul",472
"6723","Baja California Sur","Hombres","2004","jul",69
"6724","Campeche","Hombres","2004","jul",68
"6725","Coahuila","Hombres","2004","jul",539
"6726","Colima","Hombres","2004","jul",74
"6727","Chiapas","Hombres","2004","jul",323
"6728","Chihuahua","Hombres","2004","jul",344
"6729","Distrito Federal","Hombres","2004","jul",1254
"6730","Durango","Hombres","2004","jul",345
"6731","Guanajuato","Hombres","2004","jul",490
"6732","Guerrero","Hombres","2004","jul",442
"6733","Hidalgo","Hombres","2004","jul",146
"6734","Jalisco","Hombres","2004","jul",1067
"6735","Mexico","Hombres","2004","jul",1428
"6736","Michoacan","Hombres","2004","jul",227
"6737","Morelos","Hombres","2004","jul",355
"6738","Nayarit","Hombres","2004","jul",166
"6739","Nuevo Leon","Hombres","2004","jul",470
"6740","Oaxaca","Hombres","2004","jul",252
"6741","Puebla","Hombres","2004","jul",592
"6742","Queretaro","Hombres","2004","jul",163
"6743","Quintana Roo","Hombres","2004","jul",29
"6744","San Luis Potosi","Hombres","2004","jul",278
"6745","Sinaloa","Hombres","2004","jul",371
"6746","Sonora","Hombres","2004","jul",432
"6747","Tabasco","Hombres","2004","jul",218
"6748","Tamaulipas","Hombres","2004","jul",464
"6749","Tlaxcala","Hombres","2004","jul",94
"6750","Veracruz","Hombres","2004","jul",513
"6751","Yucatan","Hombres","2004","jul",211
"6752","Zacatecas","Hombres","2004","jul",160
"6753","Aguscalientes","Hombres","2005","jul",139
"6754","Baja California","Hombres","2005","jul",416
"6755","Baja California Sur","Hombres","2005","jul",54
"6756","Campeche","Hombres","2005","jul",109
"6757","Coahuila","Hombres","2005","jul",430
"6758","Colima","Hombres","2005","jul",75
"6759","Chiapas","Hombres","2005","jul",343
"6760","Chihuahua","Hombres","2005","jul",373
"6761","Distrito Federal","Hombres","2005","jul",1306
"6762","Durango","Hombres","2005","jul",598
"6763","Guanajuato","Hombres","2005","jul",487
"6764","Guerrero","Hombres","2005","jul",437
"6765","Hidalgo","Hombres","2005","jul",188
"6766","Jalisco","Hombres","2005","jul",935
"6767","Mexico","Hombres","2005","jul",1273
"6768","Michoacan","Hombres","2005","jul",261
"6769","Morelos","Hombres","2005","jul",350
"6770","Nayarit","Hombres","2005","jul",102
"6771","Nuevo Leon","Hombres","2005","jul",405
"6772","Oaxaca","Hombres","2005","jul",295
"6773","Puebla","Hombres","2005","jul",591
"6774","Queretaro","Hombres","2005","jul",130
"6775","Quintana Roo","Hombres","2005","jul",52
"6776","San Luis Potosi","Hombres","2005","jul",345
"6777","Sinaloa","Hombres","2005","jul",401
"6778","Sonora","Hombres","2005","jul",303
"6779","Tabasco","Hombres","2005","jul",233
"6780","Tamaulipas","Hombres","2005","jul",317
"6781","Tlaxcala","Hombres","2005","jul",104
"6782","Veracruz","Hombres","2005","jul",421
"6783","Yucatan","Hombres","2005","jul",209
"6784","Zacatecas","Hombres","2005","jul",109
"6785","Aguscalientes","Hombres","2006","jul",123
"6786","Baja California","Hombres","2006","jul",384
"6787","Baja California Sur","Hombres","2006","jul",53
"6788","Campeche","Hombres","2006","jul",70
"6789","Coahuila","Hombres","2006","jul",472
"6790","Colima","Hombres","2006","jul",49
"6791","Chiapas","Hombres","2006","jul",263
"6792","Chihuahua","Hombres","2006","jul",381
"6793","Distrito Federal","Hombres","2006","jul",1298
"6794","Durango","Hombres","2006","jul",267
"6795","Guanajuato","Hombres","2006","jul",582
"6796","Guerrero","Hombres","2006","jul",362
"6797","Hidalgo","Hombres","2006","jul",184
"6798","Jalisco","Hombres","2006","jul",1072
"6799","Mexico","Hombres","2006","jul",1377
"6800","Michoacan","Hombres","2006","jul",318
"6801","Morelos","Hombres","2006","jul",332
"6802","Nayarit","Hombres","2006","jul",132
"6803","Nuevo Leon","Hombres","2006","jul",424
"6804","Oaxaca","Hombres","2006","jul",328
"6805","Puebla","Hombres","2006","jul",534
"6806","Queretaro","Hombres","2006","jul",124
"6807","Quintana Roo","Hombres","2006","jul",54
"6808","San Luis Potosi","Hombres","2006","jul",330
"6809","Sinaloa","Hombres","2006","jul",476
"6810","Sonora","Hombres","2006","jul",202
"6811","Tabasco","Hombres","2006","jul",208
"6812","Tamaulipas","Hombres","2006","jul",444
"6813","Tlaxcala","Hombres","2006","jul",79
"6814","Veracruz","Hombres","2006","jul",461
"6815","Yucatan","Hombres","2006","jul",243
"6816","Zacatecas","Hombres","2006","jul",105
"6817","Aguscalientes","Hombres","2007","jul",120
"6818","Baja California","Hombres","2007","jul",448
"6819","Baja California Sur","Hombres","2007","jul",121
"6820","Campeche","Hombres","2007","jul",79
"6821","Coahuila","Hombres","2007","jul",514
"6822","Colima","Hombres","2007","jul",100
"6823","Chiapas","Hombres","2007","jul",516
"6824","Chihuahua","Hombres","2007","jul",562
"6825","Distrito Federal","Hombres","2007","jul",1558
"6826","Durango","Hombres","2007","jul",255
"6827","Guanajuato","Hombres","2007","jul",472
"6828","Guerrero","Hombres","2007","jul",502
"6829","Hidalgo","Hombres","2007","jul",254
"6830","Jalisco","Hombres","2007","jul",1256
"6831","Mexico","Hombres","2007","jul",1972
"6832","Michoacan","Hombres","2007","jul",451
"6833","Morelos","Hombres","2007","jul",531
"6834","Nayarit","Hombres","2007","jul",157
"6835","Nuevo Leon","Hombres","2007","jul",699
"6836","Oaxaca","Hombres","2007","jul",418
"6837","Puebla","Hombres","2007","jul",604
"6838","Queretaro","Hombres","2007","jul",183
"6839","Quintana Roo","Hombres","2007","jul",84
"6840","San Luis Potosi","Hombres","2007","jul",400
"6841","Sinaloa","Hombres","2007","jul",551
"6842","Sonora","Hombres","2007","jul",332
"6843","Tabasco","Hombres","2007","jul",381
"6844","Tamaulipas","Hombres","2007","jul",573
"6845","Tlaxcala","Hombres","2007","jul",136
"6846","Veracruz","Hombres","2007","jul",785
"6847","Yucatan","Hombres","2007","jul",360
"6848","Zacatecas","Hombres","2007","jul",153
"6849","Aguscalientes","Hombres","2008","jul",103
"6850","Baja California","Hombres","2008","jul",517
"6851","Baja California Sur","Hombres","2008","jul",123
"6852","Campeche","Hombres","2008","jul",48
"6853","Coahuila","Hombres","2008","jul",494
"6854","Colima","Hombres","2008","jul",89
"6855","Chiapas","Hombres","2008","jul",410
"6856","Chihuahua","Hombres","2008","jul",594
"6857","Distrito Federal","Hombres","2008","jul",1225
"6858","Durango","Hombres","2008","jul",247
"6859","Guanajuato","Hombres","2008","jul",552
"6860","Guerrero","Hombres","2008","jul",475
"6861","Hidalgo","Hombres","2008","jul",290
"6862","Jalisco","Hombres","2008","jul",1306
"6863","Mexico","Hombres","2008","jul",1849
"6864","Michoacan","Hombres","2008","jul",441
"6865","Morelos","Hombres","2008","jul",420
"6866","Nayarit","Hombres","2008","jul",117
"6867","Nuevo Leon","Hombres","2008","jul",556
"6868","Oaxaca","Hombres","2008","jul",462
"6869","Puebla","Hombres","2008","jul",746
"6870","Queretaro","Hombres","2008","jul",160
"6871","Quintana Roo","Hombres","2008","jul",118
"6872","San Luis Potosi","Hombres","2008","jul",352
"6873","Sinaloa","Hombres","2008","jul",573
"6874","Sonora","Hombres","2008","jul",299
"6875","Tabasco","Hombres","2008","jul",307
"6876","Tamaulipas","Hombres","2008","jul",450
"6877","Tlaxcala","Hombres","2008","jul",134
"6878","Veracruz","Hombres","2008","jul",843
"6879","Yucatan","Hombres","2008","jul",366
"6880","Zacatecas","Hombres","2008","jul",156
"6881","Aguscalientes","Hombres","2009","jul",99
"6882","Baja California","Hombres","2009","jul",490
"6883","Baja California Sur","Hombres","2009","jul",80
"6884","Campeche","Hombres","2009","jul",40
"6885","Coahuila","Hombres","2009","jul",484
"6886","Colima","Hombres","2009","jul",60
"6887","Chiapas","Hombres","2009","jul",280
"6888","Chihuahua","Hombres","2009","jul",612
"6889","Distrito Federal","Hombres","2009","jul",1289
"6890","Durango","Hombres","2009","jul",227
"6891","Guanajuato","Hombres","2009","jul",597
"6892","Guerrero","Hombres","2009","jul",423
"6893","Hidalgo","Hombres","2009","jul",257
"6894","Jalisco","Hombres","2009","jul",1025
"6895","Mexico","Hombres","2009","jul",1921
"6896","Michoacan","Hombres","2009","jul",392
"6897","Morelos","Hombres","2009","jul",399
"6898","Nayarit","Hombres","2009","jul",94
"6899","Nuevo Leon","Hombres","2009","jul",741
"6900","Oaxaca","Hombres","2009","jul",377
"6901","Puebla","Hombres","2009","jul",536
"6902","Queretaro","Hombres","2009","jul",183
"6903","Quintana Roo","Hombres","2009","jul",175
"6904","San Luis Potosi","Hombres","2009","jul",350
"6905","Sinaloa","Hombres","2009","jul",486
"6906","Sonora","Hombres","2009","jul",307
"6907","Tabasco","Hombres","2009","jul",432
"6908","Tamaulipas","Hombres","2009","jul",383
"6909","Tlaxcala","Hombres","2009","jul",162
"6910","Veracruz","Hombres","2009","jul",650
"6911","Yucatan","Hombres","2009","jul",298
"6912","Zacatecas","Hombres","2009","jul",142
"6913","Aguscalientes","Hombres","2010","jul",245
"6914","Baja California","Hombres","2010","jul",689
"6915","Baja California Sur","Hombres","2010","jul",60
"6916","Campeche","Hombres","2010","jul",73
"6917","Coahuila","Hombres","2010","jul",404
"6918","Colima","Hombres","2010","jul",79
"6919","Chiapas","Hombres","2010","jul",331
"6920","Chihuahua","Hombres","2010","jul",610
"6921","Distrito Federal","Hombres","2010","jul",1086
"6922","Durango","Hombres","2010","jul",186
"6923","Guanajuato","Hombres","2010","jul",444
"6924","Guerrero","Hombres","2010","jul",408
"6925","Hidalgo","Hombres","2010","jul",214
"6926","Jalisco","Hombres","2010","jul",1017
"6927","Mexico","Hombres","2010","jul",1794
"6928","Michoacan","Hombres","2010","jul",471
"6929","Morelos","Hombres","2010","jul",310
"6930","Nayarit","Hombres","2010","jul",89
"6931","Nuevo Leon","Hombres","2010","jul",511
"6932","Oaxaca","Hombres","2010","jul",406
"6933","Puebla","Hombres","2010","jul",458
"6934","Queretaro","Hombres","2010","jul",168
"6935","Quintana Roo","Hombres","2010","jul",84
"6936","San Luis Potosi","Hombres","2010","jul",363
"6937","Sinaloa","Hombres","2010","jul",430
"6938","Sonora","Hombres","2010","jul",297
"6939","Tabasco","Hombres","2010","jul",257
"6940","Tamaulipas","Hombres","2010","jul",403
"6941","Tlaxcala","Hombres","2010","jul",108
"6942","Veracruz","Hombres","2010","jul",738
"6943","Yucatan","Hombres","2010","jul",257
"6944","Zacatecas","Hombres","2010","jul",151
"6945","Aguscalientes","Hombres","2011","jul",176
"6946","Baja California","Hombres","2011","jul",571
"6947","Baja California Sur","Hombres","2011","jul",75
"6948","Campeche","Hombres","2011","jul",60
"6949","Coahuila","Hombres","2011","jul",486
"6950","Colima","Hombres","2011","jul",69
"6951","Chiapas","Hombres","2011","jul",396
"6952","Chihuahua","Hombres","2011","jul",570
"6953","Distrito Federal","Hombres","2011","jul",1072
"6954","Durango","Hombres","2011","jul",304
"6955","Guanajuato","Hombres","2011","jul",511
"6956","Guerrero","Hombres","2011","jul",484
"6957","Hidalgo","Hombres","2011","jul",300
"6958","Jalisco","Hombres","2011","jul",1109
"6959","Mexico","Hombres","2011","jul",1762
"6960","Michoacan","Hombres","2011","jul",390
"6961","Morelos","Hombres","2011","jul",312
"6962","Nayarit","Hombres","2011","jul",138
"6963","Nuevo Leon","Hombres","2011","jul",600
"6964","Oaxaca","Hombres","2011","jul",289
"6965","Puebla","Hombres","2011","jul",524
"6966","Queretaro","Hombres","2011","jul",185
"6967","Quintana Roo","Hombres","2011","jul",119
"6968","San Luis Potosi","Hombres","2011","jul",409
"6969","Sinaloa","Hombres","2011","jul",527
"6970","Sonora","Hombres","2011","jul",300
"6971","Tabasco","Hombres","2011","jul",286
"6972","Tamaulipas","Hombres","2011","jul",485
"6973","Tlaxcala","Hombres","2011","jul",104
"6974","Veracruz","Hombres","2011","jul",775
"6975","Yucatan","Hombres","2011","jul",249
"6976","Zacatecas","Hombres","2011","jul",151
"6977","Aguscalientes","Hombres","2012","jul",294
"6978","Baja California","Hombres","2012","jul",760
"6979","Baja California Sur","Hombres","2012","jul",104
"6980","Campeche","Hombres","2012","jul",102
"6981","Coahuila","Hombres","2012","jul",680
"6982","Colima","Hombres","2012","jul",75
"6983","Chiapas","Hombres","2012","jul",412
"6984","Chihuahua","Hombres","2012","jul",718
"6985","Distrito Federal","Hombres","2012","jul",1161
"6986","Durango","Hombres","2012","jul",292
"6987","Guanajuato","Hombres","2012","jul",524
"6988","Guerrero","Hombres","2012","jul",507
"6989","Hidalgo","Hombres","2012","jul",361
"6990","Jalisco","Hombres","2012","jul",1253
"6991","Mexico","Hombres","2012","jul",2229
"6992","Michoacan","Hombres","2012","jul",474
"6993","Morelos","Hombres","2012","jul",390
"6994","Nayarit","Hombres","2012","jul",191
"6995","Nuevo Leon","Hombres","2012","jul",679
"6996","Oaxaca","Hombres","2012","jul",448
"6997","Puebla","Hombres","2012","jul",545
"6998","Queretaro","Hombres","2012","jul",202
"6999","Quintana Roo","Hombres","2012","jul",124
"7000","San Luis Potosi","Hombres","2012","jul",452
"7001","Sinaloa","Hombres","2012","jul",665
"7002","Sonora","Hombres","2012","jul",419
"7003","Tabasco","Hombres","2012","jul",407
"7004","Tamaulipas","Hombres","2012","jul",620
"7005","Tlaxcala","Hombres","2012","jul",189
"7006","Veracruz","Hombres","2012","jul",1026
"7007","Yucatan","Hombres","2012","jul",273
"7008","Zacatecas","Hombres","2012","jul",135
"7009","Aguscalientes","Hombres","2013","jul",288
"7010","Baja California","Hombres","2013","jul",897
"7011","Baja California Sur","Hombres","2013","jul",105
"7012","Campeche","Hombres","2013","jul",64
"7013","Coahuila","Hombres","2013","jul",392
"7014","Colima","Hombres","2013","jul",88
"7015","Chiapas","Hombres","2013","jul",393
"7016","Chihuahua","Hombres","2013","jul",541
"7017","Distrito Federal","Hombres","2013","jul",1181
"7018","Durango","Hombres","2013","jul",303
"7019","Guanajuato","Hombres","2013","jul",616
"7020","Guerrero","Hombres","2013","jul",541
"7021","Hidalgo","Hombres","2013","jul",341
"7022","Jalisco","Hombres","2013","jul",1101
"7023","Mexico","Hombres","2013","jul",1992
"7024","Michoacan","Hombres","2013","jul",493
