"","estado","genero","fecha","fuente","casos"
"5378","Baja California","General","2006","pemex",0
"5379","Baja California Sur","General","2006","pemex",0
"5380","Campeche","General","2006","pemex",1
"5381","Coahuila","General","2006","pemex",0
"5382","Colima","General","2006","pemex",0
"5383","Chiapas","General","2006","pemex",109
"5384","Chihuahua","General","2006","pemex",0
"5385","Distrito Federal","General","2006","pemex",138
"5386","Durango","General","2006","pemex",0
"5387","Guanajuato","General","2006","pemex",31
"5388","Guerrero","General","2006","pemex",0
"5389","Hidalgo","General","2006","pemex",131
"5390","Jalisco","General","2006","pemex",15
"5391","Mexico","General","2006","pemex",0
"5392","Michoacan","General","2006","pemex",0
"5393","Morelos","General","2006","pemex",0
"5394","Nayarit","General","2006","pemex",0
"5395","Nuevo Leon","General","2006","pemex",41
"5396","Oaxaca","General","2006","pemex",117
"5397","Puebla","General","2006","pemex",29
"5398","Queretaro","General","2006","pemex",0
"5399","Quintana Roo","General","2006","pemex",0
"5400","San Luis Potosi","General","2006","pemex",6
"5401","Sinaloa","General","2006","pemex",6
"5402","Sonora","General","2006","pemex",0
"5403","Tabasco","General","2006","pemex",256
"5404","Tamaulipas","General","2006","pemex",178
"5405","Tlaxcala","General","2006","pemex",0
"5406","Veracruz","General","2006","pemex",523
"5407","Yucatan","General","2006","pemex",0
"5408","Zacatecas","General","2006","pemex",0
"5412","Campeche","General","2007","pemex",2
"5415","Chiapas","General","2007","pemex",113
"5417","Distrito Federal","General","2007","pemex",93
"5419","Guanajuato","General","2007","pemex",31
"5421","Hidalgo","General","2007","pemex",120
"5422","Jalisco","General","2007","pemex",8
"5427","Nuevo Leon","General","2007","pemex",51
"5428","Oaxaca","General","2007","pemex",112
"5429","Puebla","General","2007","pemex",9
"5432","San Luis Potosi","General","2007","pemex",6
"5433","Sinaloa","General","2007","pemex",9
"5435","Tabasco","General","2007","pemex",415
"5436","Tamaulipas","General","2007","pemex",207
"5438","Veracruz","General","2007","pemex",436
"5444","Campeche","General","2008","pemex",0
"5447","Chiapas","General","2008","pemex",104
"5449","Distrito Federal","General","2008","pemex",145
"5451","Guanajuato","General","2008","pemex",27
"5453","Hidalgo","General","2008","pemex",83
"5454","Jalisco","General","2008","pemex",40
"5459","Nuevo Leon","General","2008","pemex",100
"5460","Oaxaca","General","2008","pemex",108
"5461","Puebla","General","2008","pemex",267
"5464","San Luis Potosi","General","2008","pemex",2
"5465","Sinaloa","General","2008","pemex",3
"5467","Tabasco","General","2008","pemex",340
"5468","Tamaulipas","General","2008","pemex",445
"5470","Veracruz","General","2008","pemex",476
"5476","Campeche","General","2009","pemex",6
"5479","Chiapas","General","2009","pemex",145
"5481","Distrito Federal","General","2009","pemex",240
"5483","Guanajuato","General","2009","pemex",35
"5485","Hidalgo","General","2009","pemex",101
"5486","Jalisco","General","2009","pemex",43
"5491","Nuevo Leon","General","2009","pemex",160
"5492","Oaxaca","General","2009","pemex",161
"5493","Puebla","General","2009","pemex",133
"5496","San Luis Potosi","General","2009","pemex",6
"5497","Sinaloa","General","2009","pemex",10
"5499","Tabasco","General","2009","pemex",807
"5500","Tamaulipas","General","2009","pemex",403
"5502","Veracruz","General","2009","pemex",560
"5508","Campeche","General","2010","pemex",13
"5511","Chiapas","General","2010","pemex",167
"5513","Distrito Federal","General","2010","pemex",235
"5515","Guanajuato","General","2010","pemex",112
"5517","Hidalgo","General","2010","pemex",96
"5518","Jalisco","General","2010","pemex",74
"5523","Nuevo Leon","General","2010","pemex",111
"5524","Oaxaca","General","2010","pemex",150
"5525","Puebla","General","2010","pemex",130
"5528","San Luis Potosi","General","2010","pemex",12
"5529","Sinaloa","General","2010","pemex",2
"5531","Tabasco","General","2010","pemex",380
"5532","Tamaulipas","General","2010","pemex",344
"5534","Veracruz","General","2010","pemex",941
"5540","Campeche","General","2011","pemex",48
"5543","Chiapas","General","2011","pemex",57
"5545","Distrito Federal","General","2011","pemex",299
"5547","Guanajuato","General","2011","pemex",112
"5549","Hidalgo","General","2011","pemex",112
"5550","Jalisco","General","2011","pemex",19
"5555","Nuevo Leon","General","2011","pemex",87
"5556","Oaxaca","General","2011","pemex",164
"5557","Puebla","General","2011","pemex",81
"5560","San Luis Potosi","General","2011","pemex",14
"5561","Sinaloa","General","2011","pemex",9
"5563","Tabasco","General","2011","pemex",510
"5564","Tamaulipas","General","2011","pemex",311
"5566","Veracruz","General","2011","pemex",923
"5572","Campeche","General","2012","pemex",75
"5575","Chiapas","General","2012","pemex",42
"5577","Distrito Federal","General","2012","pemex",354
"5579","Guanajuato","General","2012","pemex",130
"5581","Hidalgo","General","2012","pemex",144
"5582","Jalisco","General","2012","pemex",23
"5587","Nuevo Leon","General","2012","pemex",124
"5588","Oaxaca","General","2012","pemex",163
"5589","Puebla","General","2012","pemex",61
"5592","San Luis Potosi","General","2012","pemex",19
"5593","Sinaloa","General","2012","pemex",5
"5595","Tabasco","General","2012","pemex",481
"5596","Tamaulipas","General","2012","pemex",392
"5598","Veracruz","General","2012","pemex",899
"5604","Campeche","General","2013","pemex",56
"5607","Chiapas","General","2013","pemex",28
"5609","Distrito Federal","General","2013","pemex",221
"5611","Guanajuato","General","2013","pemex",155
"5613","Hidalgo","General","2013","pemex",87
"5614","Jalisco","General","2013","pemex",22
"5619","Nuevo Leon","General","2013","pemex",102
"5620","Oaxaca","General","2013","pemex",224
"5621","Puebla","General","2013","pemex",49
"5624","San Luis Potosi","General","2013","pemex",11
"5625","Sinaloa","General","2013","pemex",9
"5627","Tabasco","General","2013","pemex",384
"5628","Tamaulipas","General","2013","pemex",373
"5630","Veracruz","General","2013","pemex",851
"5633","Aguscalientes","Mujeres","2003","pemex",0
"5634","Baja California","Mujeres","2003","pemex",0
"5635","Baja California Sur","Mujeres","2003","pemex",0
"5636","Campeche","Mujeres","2003","pemex",4
"5637","Coahuila","Mujeres","2003","pemex",0
"5638","Colima","Mujeres","2003","pemex",0
"5639","Chiapas","Mujeres","2003","pemex",2
"5640","Chihuahua","Mujeres","2003","pemex",0
"5641","Distrito Federal","Mujeres","2003","pemex",110
"5642","Durango","Mujeres","2003","pemex",0
"5643","Guanajuato","Mujeres","2003","pemex",14
"5644","Guerrero","Mujeres","2003","pemex",0
"5645","Hidalgo","Mujeres","2003","pemex",25
"5646","Jalisco","Mujeres","2003","pemex",4
"5647","Mexico","Mujeres","2003","pemex",1
"5648","Michoacan","Mujeres","2003","pemex",0
"5649","Morelos","Mujeres","2003","pemex",0
"5650","Nayarit","Mujeres","2003","pemex",0
"5651","Nuevo Leon","Mujeres","2003","pemex",6
"5652","Oaxaca","Mujeres","2003","pemex",62
"5653","Puebla","Mujeres","2003","pemex",6
"5654","Queretaro","Mujeres","2003","pemex",0
"5655","Quintana Roo","Mujeres","2003","pemex",0
"5656","San Luis Potosi","Mujeres","2003","pemex",6
"5657","Sinaloa","Mujeres","2003","pemex",2
"5658","Sonora","Mujeres","2003","pemex",0
"5659","Tabasco","Mujeres","2003","pemex",37
"5660","Tamaulipas","Mujeres","2003","pemex",65
"5661","Tlaxcala","Mujeres","2003","pemex",0
"5662","Veracruz","Mujeres","2003","pemex",315
"5663","Yucatan","Mujeres","2003","pemex",0
"5664","Zacatecas","Mujeres","2003","pemex",0
"5665","Aguscalientes","Mujeres","2004","pemex",0
"5666","Baja California","Mujeres","2004","pemex",0
"5667","Baja California Sur","Mujeres","2004","pemex",0
"5668","Campeche","Mujeres","2004","pemex",5
"5669","Coahuila","Mujeres","2004","pemex",0
"5670","Colima","Mujeres","2004","pemex",0
"5671","Chiapas","Mujeres","2004","pemex",1
"5672","Chihuahua","Mujeres","2004","pemex",0
"5673","Distrito Federal","Mujeres","2004","pemex",126
"5674","Durango","Mujeres","2004","pemex",0
"5675","Guanajuato","Mujeres","2004","pemex",21
"5676","Guerrero","Mujeres","2004","pemex",0
"5677","Hidalgo","Mujeres","2004","pemex",19
"5678","Jalisco","Mujeres","2004","pemex",33
"5679","Mexico","Mujeres","2004","pemex",114
"5680","Michoacan","Mujeres","2004","pemex",0
"5681","Morelos","Mujeres","2004","pemex",0
"5682","Nayarit","Mujeres","2004","pemex",0
"5683","Nuevo Leon","Mujeres","2004","pemex",10
"5684","Oaxaca","Mujeres","2004","pemex",58
"5685","Puebla","Mujeres","2004","pemex",2
"5686","Queretaro","Mujeres","2004","pemex",0
"5687","Quintana Roo","Mujeres","2004","pemex",0
"5688","San Luis Potosi","Mujeres","2004","pemex",1
"5689","Sinaloa","Mujeres","2004","pemex",18
"5690","Sonora","Mujeres","2004","pemex",0
"5691","Tabasco","Mujeres","2004","pemex",71
"5692","Tamaulipas","Mujeres","2004","pemex",89
"5693","Tlaxcala","Mujeres","2004","pemex",0
"5694","Veracruz","Mujeres","2004","pemex",276
"5695","Yucatan","Mujeres","2004","pemex",0
"5696","Zacatecas","Mujeres","2004","pemex",0
"5697","Aguscalientes","Mujeres","2005","pemex",0
"5698","Baja California","Mujeres","2005","pemex",0
"5699","Baja California Sur","Mujeres","2005","pemex",0
"5700","Campeche","Mujeres","2005","pemex",2
"5701","Coahuila","Mujeres","2005","pemex",0
"5702","Colima","Mujeres","2005","pemex",0
"5703","Chiapas","Mujeres","2005","pemex",54
"5704","Chihuahua","Mujeres","2005","pemex",0
"5705","Distrito Federal","Mujeres","2005","pemex",99
"5706","Durango","Mujeres","2005","pemex",0
"5707","Guanajuato","Mujeres","2005","pemex",13
"5708","Guerrero","Mujeres","2005","pemex",0
"5709","Hidalgo","Mujeres","2005","pemex",29
"5710","Jalisco","Mujeres","2005","pemex",15
"5711","Mexico","Mujeres","2005","pemex",191
"5712","Michoacan","Mujeres","2005","pemex",0
"5713","Morelos","Mujeres","2005","pemex",0
"5714","Nayarit","Mujeres","2005","pemex",0
"5715","Nuevo Leon","Mujeres","2005","pemex",29
"5716","Oaxaca","Mujeres","2005","pemex",55
"5717","Puebla","Mujeres","2005","pemex",6
"5718","Queretaro","Mujeres","2005","pemex",0
"5719","Quintana Roo","Mujeres","2005","pemex",0
"5720","San Luis Potosi","Mujeres","2005","pemex",0
"5721","Sinaloa","Mujeres","2005","pemex",6
"5722","Sonora","Mujeres","2005","pemex",0
"5723","Tabasco","Mujeres","2005","pemex",120
"5724","Tamaulipas","Mujeres","2005","pemex",125
"5725","Tlaxcala","Mujeres","2005","pemex",0
"5726","Veracruz","Mujeres","2005","pemex",262
"5727","Yucatan","Mujeres","2005","pemex",0
"5728","Zacatecas","Mujeres","2005","pemex",0
"5729","Aguscalientes","Mujeres","2006","pemex",0
"5730","Baja California","Mujeres","2006","pemex",0
"5731","Baja California Sur","Mujeres","2006","pemex",0
"5732","Campeche","Mujeres","2006","pemex",1
"5733","Coahuila","Mujeres","2006","pemex",0
"5734","Colima","Mujeres","2006","pemex",0
"5735","Chiapas","Mujeres","2006","pemex",50
"5736","Chihuahua","Mujeres","2006","pemex",0
"5737","Distrito Federal","Mujeres","2006","pemex",68
"5738","Durango","Mujeres","2006","pemex",0
"5739","Guanajuato","Mujeres","2006","pemex",13
"5740","Guerrero","Mujeres","2006","pemex",0
"5741","Hidalgo","Mujeres","2006","pemex",55
"5742","Jalisco","Mujeres","2006","pemex",8
"5743","Mexico","Mujeres","2006","pemex",0
"5744","Michoacan","Mujeres","2006","pemex",0
"5745","Morelos","Mujeres","2006","pemex",0
"5746","Nayarit","Mujeres","2006","pemex",0
"5747","Nuevo Leon","Mujeres","2006","pemex",16
"5748","Oaxaca","Mujeres","2006","pemex",60
"5749","Puebla","Mujeres","2006","pemex",17
"5750","Queretaro","Mujeres","2006","pemex",0
"5751","Quintana Roo","Mujeres","2006","pemex",0
"5752","San Luis Potosi","Mujeres","2006","pemex",1
"5753","Sinaloa","Mujeres","2006","pemex",3
"5754","Sonora","Mujeres","2006","pemex",0
"5755","Tabasco","Mujeres","2006","pemex",125
"5756","Tamaulipas","Mujeres","2006","pemex",92
"5757","Tlaxcala","Mujeres","2006","pemex",0
"5758","Veracruz","Mujeres","2006","pemex",290
"5759","Yucatan","Mujeres","2006","pemex",0
"5760","Zacatecas","Mujeres","2006","pemex",0
"5764","Campeche","Mujeres","2007","pemex",0
"5767","Chiapas","Mujeres","2007","pemex",39
"5769","Distrito Federal","Mujeres","2007","pemex",49
"5771","Guanajuato","Mujeres","2007","pemex",12
"5773","Hidalgo","Mujeres","2007","pemex",67
"5774","Jalisco","Mujeres","2007","pemex",3
"5779","Nuevo Leon","Mujeres","2007","pemex",27
"5780","Oaxaca","Mujeres","2007","pemex",59
"5781","Puebla","Mujeres","2007","pemex",6
"5784","San Luis Potosi","Mujeres","2007","pemex",3
"5785","Sinaloa","Mujeres","2007","pemex",2
"5787","Tabasco","Mujeres","2007","pemex",210
"5788","Tamaulipas","Mujeres","2007","pemex",117
"5790","Veracruz","Mujeres","2007","pemex",219
"5796","Campeche","Mujeres","2008","pemex",0
"5799","Chiapas","Mujeres","2008","pemex",39
"5801","Distrito Federal","Mujeres","2008","pemex",87
"5803","Guanajuato","Mujeres","2008","pemex",16
"5805","Hidalgo","Mujeres","2008","pemex",40
"5806","Jalisco","Mujeres","2008","pemex",21
"5811","Nuevo Leon","Mujeres","2008","pemex",53
"5812","Oaxaca","Mujeres","2008","pemex",56
"5813","Puebla","Mujeres","2008","pemex",157
"5816","San Luis Potosi","Mujeres","2008","pemex",1
"5817","Sinaloa","Mujeres","2008","pemex",3
"5819","Tabasco","Mujeres","2008","pemex",179
"5820","Tamaulipas","Mujeres","2008","pemex",254
"5822","Veracruz","Mujeres","2008","pemex",238
"5828","Campeche","Mujeres","2009","pemex",4
"5831","Chiapas","Mujeres","2009","pemex",61
"5833","Distrito Federal","Mujeres","2009","pemex",134
"5835","Guanajuato","Mujeres","2009","pemex",17
"5837","Hidalgo","Mujeres","2009","pemex",48
"5838","Jalisco","Mujeres","2009","pemex",28
"5843","Nuevo Leon","Mujeres","2009","pemex",76
"5844","Oaxaca","Mujeres","2009","pemex",80
"5845","Puebla","Mujeres","2009","pemex",86
"5848","San Luis Potosi","Mujeres","2009","pemex",2
"5849","Sinaloa","Mujeres","2009","pemex",5
"5851","Tabasco","Mujeres","2009","pemex",433
"5852","Tamaulipas","Mujeres","2009","pemex",225
"5854","Veracruz","Mujeres","2009","pemex",295
"5860","Campeche","Mujeres","2010","pemex",9
"5863","Chiapas","Mujeres","2010","pemex",68
"5865","Distrito Federal","Mujeres","2010","pemex",116
"5867","Guanajuato","Mujeres","2010","pemex",61
"5869","Hidalgo","Mujeres","2010","pemex",43
"5870","Jalisco","Mujeres","2010","pemex",60
"5875","Nuevo Leon","Mujeres","2010","pemex",49
"5876","Oaxaca","Mujeres","2010","pemex",73
"5877","Puebla","Mujeres","2010","pemex",67
"5880","San Luis Potosi","Mujeres","2010","pemex",9
"5881","Sinaloa","Mujeres","2010","pemex",1
"5883","Tabasco","Mujeres","2010","pemex",204
"5884","Tamaulipas","Mujeres","2010","pemex",187
"5886","Veracruz","Mujeres","2010","pemex",511
"5892","Campeche","Mujeres","2011","pemex",18
"5895","Chiapas","Mujeres","2011","pemex",29
"5897","Distrito Federal","Mujeres","2011","pemex",165
"5899","Guanajuato","Mujeres","2011","pemex",54
"5901","Hidalgo","Mujeres","2011","pemex",57
"5902","Jalisco","Mujeres","2011","pemex",9
"5907","Nuevo Leon","Mujeres","2011","pemex",44
"5908","Oaxaca","Mujeres","2011","pemex",82
"5909","Puebla","Mujeres","2011","pemex",46
"5912","San Luis Potosi","Mujeres","2011","pemex",12
"5913","Sinaloa","Mujeres","2011","pemex",5
"5915","Tabasco","Mujeres","2011","pemex",259
"5916","Tamaulipas","Mujeres","2011","pemex",175
"5918","Veracruz","Mujeres","2011","pemex",464
"5924","Campeche","Mujeres","2012","pemex",39
"5927","Chiapas","Mujeres","2012","pemex",14
"5929","Distrito Federal","Mujeres","2012","pemex",174
"5931","Guanajuato","Mujeres","2012","pemex",65
"5933","Hidalgo","Mujeres","2012","pemex",76
"5934","Jalisco","Mujeres","2012","pemex",12
"5939","Nuevo Leon","Mujeres","2012","pemex",67
"5940","Oaxaca","Mujeres","2012","pemex",89
"5941","Puebla","Mujeres","2012","pemex",31
"5944","San Luis Potosi","Mujeres","2012","pemex",13
"5945","Sinaloa","Mujeres","2012","pemex",3
"5947","Tabasco","Mujeres","2012","pemex",229
"5948","Tamaulipas","Mujeres","2012","pemex",213
"5950","Veracruz","Mujeres","2012","pemex",484
"5956","Campeche","Mujeres","2013","pemex",36
"5959","Chiapas","Mujeres","2013","pemex",8
"5961","Distrito Federal","Mujeres","2013","pemex",116
"5963","Guanajuato","Mujeres","2013","pemex",79
"5965","Hidalgo","Mujeres","2013","pemex",41
"5966","Jalisco","Mujeres","2013","pemex",11
"5971","Nuevo Leon","Mujeres","2013","pemex",52
"5972","Oaxaca","Mujeres","2013","pemex",109
"5973","Puebla","Mujeres","2013","pemex",28
"5976","San Luis Potosi","Mujeres","2013","pemex",7
"5977","Sinaloa","Mujeres","2013","pemex",5
"5979","Tabasco","Mujeres","2013","pemex",191
"5980","Tamaulipas","Mujeres","2013","pemex",194
"5982","Veracruz","Mujeres","2013","pemex",425
"5985","Aguscalientes","Hombres","2003","pemex",0
"5986","Baja California","Hombres","2003","pemex",0
"5987","Baja California Sur","Hombres","2003","pemex",0
"5988","Campeche","Hombres","2003","pemex",9
"5989","Coahuila","Hombres","2003","pemex",0
"5990","Colima","Hombres","2003","pemex",0
"5991","Chiapas","Hombres","2003","pemex",11
"5992","Chihuahua","Hombres","2003","pemex",0
"5993","Distrito Federal","Hombres","2003","pemex",94
"5994","Durango","Hombres","2003","pemex",0
"5995","Guanajuato","Hombres","2003","pemex",11
"5996","Guerrero","Hombres","2003","pemex",0
"5997","Hidalgo","Hombres","2003","pemex",18
"5998","Jalisco","Hombres","2003","pemex",7
"5999","Mexico","Hombres","2003","pemex",3
"6000","Michoacan","Hombres","2003","pemex",0
"6001","Morelos","Hombres","2003","pemex",0
"6002","Nayarit","Hombres","2003","pemex",0
"6003","Nuevo Leon","Hombres","2003","pemex",2
"6004","Oaxaca","Hombres","2003","pemex",58
"6005","Puebla","Hombres","2003","pemex",8
"6006","Queretaro","Hombres","2003","pemex",0
"6007","Quintana Roo","Hombres","2003","pemex",0
"6008","San Luis Potosi","Hombres","2003","pemex",6
"6009","Sinaloa","Hombres","2003","pemex",6
"6010","Sonora","Hombres","2003","pemex",0
"6011","Tabasco","Hombres","2003","pemex",67
"6012","Tamaulipas","Hombres","2003","pemex",114
"6013","Tlaxcala","Hombres","2003","pemex",0
"6014","Veracruz","Hombres","2003","pemex",255
"6015","Yucatan","Hombres","2003","pemex",0
"6016","Zacatecas","Hombres","2003","pemex",0
"6017","Aguscalientes","Hombres","2004","pemex",0
"6018","Baja California","Hombres","2004","pemex",0
"6019","Baja California Sur","Hombres","2004","pemex",0
"6020","Campeche","Hombres","2004","pemex",9
"6021","Coahuila","Hombres","2004","pemex",0
"6022","Colima","Hombres","2004","pemex",0
"6023","Chiapas","Hombres","2004","pemex",11
