"","estado","genero","fecha","edad","casos"
"6047","Yucatan","Mujeres","2004","20a24",22
"6048","Zacatecas","Mujeres","2004","20a24",36
"6049","Aguscalientes","Mujeres","2005","20a24",10
"6050","Baja California","Mujeres","2005","20a24",196
"6051","Baja California Sur","Mujeres","2005","20a24",14
"6052","Campeche","Mujeres","2005","20a24",25
"6053","Coahuila","Mujeres","2005","20a24",108
"6054","Colima","Mujeres","2005","20a24",10
"6055","Chiapas","Mujeres","2005","20a24",55
"6056","Chihuahua","Mujeres","2005","20a24",95
"6057","Distrito Federal","Mujeres","2005","20a24",208
"6058","Durango","Mujeres","2005","20a24",42
"6059","Guanajuato","Mujeres","2005","20a24",95
"6060","Guerrero","Mujeres","2005","20a24",61
"6061","Hidalgo","Mujeres","2005","20a24",20
"6062","Jalisco","Mujeres","2005","20a24",87
"6063","Mexico","Mujeres","2005","20a24",216
"6064","Michoacan","Mujeres","2005","20a24",22
"6065","Morelos","Mujeres","2005","20a24",23
"6066","Nayarit","Mujeres","2005","20a24",17
"6067","Nuevo Leon","Mujeres","2005","20a24",97
"6068","Oaxaca","Mujeres","2005","20a24",106
"6069","Puebla","Mujeres","2005","20a24",103
"6070","Queretaro","Mujeres","2005","20a24",15
"6071","Quintana Roo","Mujeres","2005","20a24",9
"6072","San Luis Potosi","Mujeres","2005","20a24",74
"6073","Sinaloa","Mujeres","2005","20a24",79
"6074","Sonora","Mujeres","2005","20a24",41
"6075","Tabasco","Mujeres","2005","20a24",63
"6076","Tamaulipas","Mujeres","2005","20a24",51
"6077","Tlaxcala","Mujeres","2005","20a24",16
"6078","Veracruz","Mujeres","2005","20a24",99
"6079","Yucatan","Mujeres","2005","20a24",29
"6080","Zacatecas","Mujeres","2005","20a24",18
"6081","Aguscalientes","Mujeres","2006","20a24",22
"6082","Baja California","Mujeres","2006","20a24",190
"6083","Baja California Sur","Mujeres","2006","20a24",20
"6084","Campeche","Mujeres","2006","20a24",17
"6085","Coahuila","Mujeres","2006","20a24",76
"6086","Colima","Mujeres","2006","20a24",10
"6087","Chiapas","Mujeres","2006","20a24",48
"6088","Chihuahua","Mujeres","2006","20a24",61
"6089","Distrito Federal","Mujeres","2006","20a24",213
"6090","Durango","Mujeres","2006","20a24",40
"6091","Guanajuato","Mujeres","2006","20a24",126
"6092","Guerrero","Mujeres","2006","20a24",68
"6093","Hidalgo","Mujeres","2006","20a24",21
"6094","Jalisco","Mujeres","2006","20a24",207
"6095","Mexico","Mujeres","2006","20a24",220
"6096","Michoacan","Mujeres","2006","20a24",30
"6097","Morelos","Mujeres","2006","20a24",65
"6098","Nayarit","Mujeres","2006","20a24",18
"6099","Nuevo Leon","Mujeres","2006","20a24",147
"6100","Oaxaca","Mujeres","2006","20a24",90
"6101","Puebla","Mujeres","2006","20a24",65
"6102","Queretaro","Mujeres","2006","20a24",11
"6103","Quintana Roo","Mujeres","2006","20a24",11
"6104","San Luis Potosi","Mujeres","2006","20a24",43
"6105","Sinaloa","Mujeres","2006","20a24",58
"6106","Sonora","Mujeres","2006","20a24",17
"6107","Tabasco","Mujeres","2006","20a24",45
"6108","Tamaulipas","Mujeres","2006","20a24",82
"6109","Tlaxcala","Mujeres","2006","20a24",9
"6110","Veracruz","Mujeres","2006","20a24",114
"6111","Yucatan","Mujeres","2006","20a24",21
"6112","Zacatecas","Mujeres","2006","20a24",17
"6113","Aguscalientes","Mujeres","2007","20a24",32
"6114","Baja California","Mujeres","2007","20a24",85
"6115","Baja California Sur","Mujeres","2007","20a24",20
"6116","Campeche","Mujeres","2007","20a24",17
"6117","Coahuila","Mujeres","2007","20a24",80
"6118","Colima","Mujeres","2007","20a24",0
"6119","Chiapas","Mujeres","2007","20a24",67
"6120","Chihuahua","Mujeres","2007","20a24",86
"6121","Distrito Federal","Mujeres","2007","20a24",195
"6122","Durango","Mujeres","2007","20a24",38
"6123","Guanajuato","Mujeres","2007","20a24",89
"6124","Guerrero","Mujeres","2007","20a24",60
"6125","Hidalgo","Mujeres","2007","20a24",23
"6126","Jalisco","Mujeres","2007","20a24",200
"6127","Mexico","Mujeres","2007","20a24",258
"6128","Michoacan","Mujeres","2007","20a24",67
"6129","Morelos","Mujeres","2007","20a24",29
"6130","Nayarit","Mujeres","2007","20a24",33
"6131","Nuevo Leon","Mujeres","2007","20a24",113
"6132","Oaxaca","Mujeres","2007","20a24",71
"6133","Puebla","Mujeres","2007","20a24",79
"6134","Queretaro","Mujeres","2007","20a24",20
"6135","Quintana Roo","Mujeres","2007","20a24",18
"6136","San Luis Potosi","Mujeres","2007","20a24",27
"6137","Sinaloa","Mujeres","2007","20a24",59
"6138","Sonora","Mujeres","2007","20a24",51
"6139","Tabasco","Mujeres","2007","20a24",63
"6140","Tamaulipas","Mujeres","2007","20a24",60
"6141","Tlaxcala","Mujeres","2007","20a24",11
"6142","Veracruz","Mujeres","2007","20a24",112
"6143","Yucatan","Mujeres","2007","20a24",18
"6144","Zacatecas","Mujeres","2007","20a24",16
"6145","Aguscalientes","Mujeres","2008","20a24",21
"6146","Baja California","Mujeres","2008","20a24",104
"6147","Baja California Sur","Mujeres","2008","20a24",20
"6148","Campeche","Mujeres","2008","20a24",19
"6149","Coahuila","Mujeres","2008","20a24",56
"6150","Colima","Mujeres","2008","20a24",0
"6151","Chiapas","Mujeres","2008","20a24",48
"6152","Chihuahua","Mujeres","2008","20a24",74
"6153","Distrito Federal","Mujeres","2008","20a24",194
"6154","Durango","Mujeres","2008","20a24",32
"6155","Guanajuato","Mujeres","2008","20a24",99
"6156","Guerrero","Mujeres","2008","20a24",56
"6157","Hidalgo","Mujeres","2008","20a24",34
"6158","Jalisco","Mujeres","2008","20a24",190
"6159","Mexico","Mujeres","2008","20a24",265
"6160","Michoacan","Mujeres","2008","20a24",53
"6161","Morelos","Mujeres","2008","20a24",55
"6162","Nayarit","Mujeres","2008","20a24",20
"6163","Nuevo Leon","Mujeres","2008","20a24",106
"6164","Oaxaca","Mujeres","2008","20a24",74
"6165","Puebla","Mujeres","2008","20a24",60
"6166","Queretaro","Mujeres","2008","20a24",10
"6167","Quintana Roo","Mujeres","2008","20a24",18
"6168","San Luis Potosi","Mujeres","2008","20a24",48
"6169","Sinaloa","Mujeres","2008","20a24",87
"6170","Sonora","Mujeres","2008","20a24",47
"6171","Tabasco","Mujeres","2008","20a24",40
"6172","Tamaulipas","Mujeres","2008","20a24",39
"6173","Tlaxcala","Mujeres","2008","20a24",13
"6174","Veracruz","Mujeres","2008","20a24",126
"6175","Yucatan","Mujeres","2008","20a24",27
"6176","Zacatecas","Mujeres","2008","20a24",25
"6177","Aguscalientes","Mujeres","2009","20a24",0
"6178","Baja California","Mujeres","2009","20a24",135
"6179","Baja California Sur","Mujeres","2009","20a24",19
"6180","Campeche","Mujeres","2009","20a24",11
"6181","Coahuila","Mujeres","2009","20a24",115
"6182","Colima","Mujeres","2009","20a24",3
"6183","Chiapas","Mujeres","2009","20a24",52
"6184","Chihuahua","Mujeres","2009","20a24",101
"6185","Distrito Federal","Mujeres","2009","20a24",177
"6186","Durango","Mujeres","2009","20a24",19
"6187","Guanajuato","Mujeres","2009","20a24",119
"6188","Guerrero","Mujeres","2009","20a24",61
"6189","Hidalgo","Mujeres","2009","20a24",38
"6190","Jalisco","Mujeres","2009","20a24",119
"6191","Mexico","Mujeres","2009","20a24",394
"6192","Michoacan","Mujeres","2009","20a24",64
"6193","Morelos","Mujeres","2009","20a24",31
"6194","Nayarit","Mujeres","2009","20a24",23
"6195","Nuevo Leon","Mujeres","2009","20a24",123
"6196","Oaxaca","Mujeres","2009","20a24",63
"6197","Puebla","Mujeres","2009","20a24",45
"6198","Queretaro","Mujeres","2009","20a24",4
"6199","Quintana Roo","Mujeres","2009","20a24",20
"6200","San Luis Potosi","Mujeres","2009","20a24",90
"6201","Sinaloa","Mujeres","2009","20a24",87
"6202","Sonora","Mujeres","2009","20a24",50
"6203","Tabasco","Mujeres","2009","20a24",59
"6204","Tamaulipas","Mujeres","2009","20a24",52
"6205","Tlaxcala","Mujeres","2009","20a24",11
"6206","Veracruz","Mujeres","2009","20a24",112
"6207","Yucatan","Mujeres","2009","20a24",27
"6208","Zacatecas","Mujeres","2009","20a24",29
"6209","Aguscalientes","Mujeres","2010","20a24",17
"6210","Baja California","Mujeres","2010","20a24",102
"6211","Baja California Sur","Mujeres","2010","20a24",7
"6212","Campeche","Mujeres","2010","20a24",16
"6213","Coahuila","Mujeres","2010","20a24",83
"6214","Colima","Mujeres","2010","20a24",7
"6215","Chiapas","Mujeres","2010","20a24",58
"6216","Chihuahua","Mujeres","2010","20a24",63
"6217","Distrito Federal","Mujeres","2010","20a24",122
"6218","Durango","Mujeres","2010","20a24",31
"6219","Guanajuato","Mujeres","2010","20a24",101
"6220","Guerrero","Mujeres","2010","20a24",90
"6221","Hidalgo","Mujeres","2010","20a24",51
"6222","Jalisco","Mujeres","2010","20a24",159
"6223","Mexico","Mujeres","2010","20a24",355
"6224","Michoacan","Mujeres","2010","20a24",46
"6225","Morelos","Mujeres","2010","20a24",43
"6226","Nayarit","Mujeres","2010","20a24",15
"6227","Nuevo Leon","Mujeres","2010","20a24",101
"6228","Oaxaca","Mujeres","2010","20a24",87
"6229","Puebla","Mujeres","2010","20a24",61
"6230","Queretaro","Mujeres","2010","20a24",18
"6231","Quintana Roo","Mujeres","2010","20a24",20
"6232","San Luis Potosi","Mujeres","2010","20a24",57
"6233","Sinaloa","Mujeres","2010","20a24",70
"6234","Sonora","Mujeres","2010","20a24",52
"6235","Tabasco","Mujeres","2010","20a24",41
"6236","Tamaulipas","Mujeres","2010","20a24",138
"6237","Tlaxcala","Mujeres","2010","20a24",10
"6238","Veracruz","Mujeres","2010","20a24",126
"6239","Yucatan","Mujeres","2010","20a24",19
"6240","Zacatecas","Mujeres","2010","20a24",24
"6241","Aguscalientes","Mujeres","2011","20a24",17
"6242","Baja California","Mujeres","2011","20a24",139
"6243","Baja California Sur","Mujeres","2011","20a24",21
"6244","Campeche","Mujeres","2011","20a24",23
"6245","Coahuila","Mujeres","2011","20a24",51
"6246","Colima","Mujeres","2011","20a24",12
"6247","Chiapas","Mujeres","2011","20a24",59
"6248","Chihuahua","Mujeres","2011","20a24",105
"6249","Distrito Federal","Mujeres","2011","20a24",186
"6250","Durango","Mujeres","2011","20a24",34
"6251","Guanajuato","Mujeres","2011","20a24",95
"6252","Guerrero","Mujeres","2011","20a24",66
"6253","Hidalgo","Mujeres","2011","20a24",68
"6254","Jalisco","Mujeres","2011","20a24",240
"6255","Mexico","Mujeres","2011","20a24",344
"6256","Michoacan","Mujeres","2011","20a24",71
"6257","Morelos","Mujeres","2011","20a24",128
"6258","Nayarit","Mujeres","2011","20a24",24
"6259","Nuevo Leon","Mujeres","2011","20a24",106
"6260","Oaxaca","Mujeres","2011","20a24",65
"6261","Puebla","Mujeres","2011","20a24",57
"6262","Queretaro","Mujeres","2011","20a24",20
"6263","Quintana Roo","Mujeres","2011","20a24",47
"6264","San Luis Potosi","Mujeres","2011","20a24",65
"6265","Sinaloa","Mujeres","2011","20a24",71
"6266","Sonora","Mujeres","2011","20a24",46
"6267","Tabasco","Mujeres","2011","20a24",49
"6268","Tamaulipas","Mujeres","2011","20a24",127
"6269","Tlaxcala","Mujeres","2011","20a24",11
"6270","Veracruz","Mujeres","2011","20a24",138
"6271","Yucatan","Mujeres","2011","20a24",39
"6272","Zacatecas","Mujeres","2011","20a24",28
"6273","Aguscalientes","Mujeres","2012","20a24",23
"6274","Baja California","Mujeres","2012","20a24",119
"6275","Baja California Sur","Mujeres","2012","20a24",27
"6276","Campeche","Mujeres","2012","20a24",22
"6277","Coahuila","Mujeres","2012","20a24",74
"6278","Colima","Mujeres","2012","20a24",9
"6279","Chiapas","Mujeres","2012","20a24",64
"6280","Chihuahua","Mujeres","2012","20a24",115
"6281","Distrito Federal","Mujeres","2012","20a24",163
"6282","Durango","Mujeres","2012","20a24",27
"6283","Guanajuato","Mujeres","2012","20a24",91
"6284","Guerrero","Mujeres","2012","20a24",58
"6285","Hidalgo","Mujeres","2012","20a24",70
"6286","Jalisco","Mujeres","2012","20a24",203
"6287","Mexico","Mujeres","2012","20a24",401
"6288","Michoacan","Mujeres","2012","20a24",107
"6289","Morelos","Mujeres","2012","20a24",67
"6290","Nayarit","Mujeres","2012","20a24",19
"6291","Nuevo Leon","Mujeres","2012","20a24",119
"6292","Oaxaca","Mujeres","2012","20a24",65
"6293","Puebla","Mujeres","2012","20a24",63
"6294","Queretaro","Mujeres","2012","20a24",31
"6295","Quintana Roo","Mujeres","2012","20a24",19
"6296","San Luis Potosi","Mujeres","2012","20a24",66
"6297","Sinaloa","Mujeres","2012","20a24",78
"6298","Sonora","Mujeres","2012","20a24",45
"6299","Tabasco","Mujeres","2012","20a24",54
"6300","Tamaulipas","Mujeres","2012","20a24",181
"6301","Tlaxcala","Mujeres","2012","20a24",20
"6302","Veracruz","Mujeres","2012","20a24",147
"6303","Yucatan","Mujeres","2012","20a24",46
"6304","Zacatecas","Mujeres","2012","20a24",29
"6305","Aguscalientes","Mujeres","2013","20a24",21
"6306","Baja California","Mujeres","2013","20a24",91
"6307","Baja California Sur","Mujeres","2013","20a24",17
"6308","Campeche","Mujeres","2013","20a24",14
"6309","Coahuila","Mujeres","2013","20a24",99
"6310","Colima","Mujeres","2013","20a24",8
"6311","Chiapas","Mujeres","2013","20a24",66
"6312","Chihuahua","Mujeres","2013","20a24",77
"6313","Distrito Federal","Mujeres","2013","20a24",147
"6314","Durango","Mujeres","2013","20a24",34
"6315","Guanajuato","Mujeres","2013","20a24",116
"6316","Guerrero","Mujeres","2013","20a24",72
"6317","Hidalgo","Mujeres","2013","20a24",57
"6318","Jalisco","Mujeres","2013","20a24",142
"6319","Mexico","Mujeres","2013","20a24",486
"6320","Michoacan","Mujeres","2013","20a24",45
"6321","Morelos","Mujeres","2013","20a24",76
"6322","Nayarit","Mujeres","2013","20a24",20
"6323","Nuevo Leon","Mujeres","2013","20a24",98
"6324","Oaxaca","Mujeres","2013","20a24",89
"6325","Puebla","Mujeres","2013","20a24",80
"6326","Queretaro","Mujeres","2013","20a24",33
"6327","Quintana Roo","Mujeres","2013","20a24",19
"6328","San Luis Potosi","Mujeres","2013","20a24",50
"6329","Sinaloa","Mujeres","2013","20a24",88
"6330","Sonora","Mujeres","2013","20a24",48
"6331","Tabasco","Mujeres","2013","20a24",40
"6332","Tamaulipas","Mujeres","2013","20a24",78
"6333","Tlaxcala","Mujeres","2013","20a24",11
"6334","Veracruz","Mujeres","2013","20a24",128
"6335","Yucatan","Mujeres","2013","20a24",25
"6336","Zacatecas","Mujeres","2013","20a24",25
"6337","Aguscalientes","General","2003","25a44",941
"6338","Baja California","General","2003","25a44",2731
"6339","Baja California Sur","General","2003","25a44",541
"6340","Campeche","General","2003","25a44",679
"6341","Coahuila","General","2003","25a44",3458
"6342","Colima","General","2003","25a44",339
"6343","Chiapas","General","2003","25a44",2578
"6344","Chihuahua","General","2003","25a44",2814
"6345","Distrito Federal","General","2003","25a44",7636
"6346","Durango","General","2003","25a44",2070
"6347","Guanajuato","General","2003","25a44",3705
"6348","Guerrero","General","2003","25a44",3209
"6349","Hidalgo","General","2003","25a44",1341
"6350","Jalisco","General","2003","25a44",5046
"6351","Mexico","General","2003","25a44",8260
"6352","Michoacan","General","2003","25a44",2103
"6353","Morelos","General","2003","25a44",1557
"6354","Nayarit","General","2003","25a44",646
"6355","Nuevo Leon","General","2003","25a44",3063
"6356","Oaxaca","General","2003","25a44",2118
"6357","Puebla","General","2003","25a44",2746
"6358","Queretaro","General","2003","25a44",1392
"6359","Quintana Roo","General","2003","25a44",557
"6360","San Luis Potosi","General","2003","25a44",2388
"6361","Sinaloa","General","2003","25a44",1532
"6362","Sonora","General","2003","25a44",1920
"6363","Tabasco","General","2003","25a44",2002
"6364","Tamaulipas","General","2003","25a44",3441
"6365","Tlaxcala","General","2003","25a44",621
"6366","Veracruz","General","2003","25a44",4329
"6367","Yucatan","General","2003","25a44",1646
"6368","Zacatecas","General","2003","25a44",1043
"6369","Aguscalientes","General","2004","25a44",1475
"6370","Baja California","General","2004","25a44",2992
"6371","Baja California Sur","General","2004","25a44",536
"6372","Campeche","General","2004","25a44",622
"6373","Coahuila","General","2004","25a44",3474
"6374","Colima","General","2004","25a44",429
"6375","Chiapas","General","2004","25a44",2555
"6376","Chihuahua","General","2004","25a44",2932
"6377","Distrito Federal","General","2004","25a44",7249
"6378","Durango","General","2004","25a44",1912
"6379","Guanajuato","General","2004","25a44",3976
"6380","Guerrero","General","2004","25a44",3236
"6381","Hidalgo","General","2004","25a44",1264
"6382","Jalisco","General","2004","25a44",6412
"6383","Mexico","General","2004","25a44",9078
"6384","Michoacan","General","2004","25a44",1812
"6385","Morelos","General","2004","25a44",1760
"6386","Nayarit","General","2004","25a44",679
"6387","Nuevo Leon","General","2004","25a44",3177
"6388","Oaxaca","General","2004","25a44",2241
"6389","Puebla","General","2004","25a44",3311
"6390","Queretaro","General","2004","25a44",1460
"6391","Quintana Roo","General","2004","25a44",539
"6392","San Luis Potosi","General","2004","25a44",2509
"6393","Sinaloa","General","2004","25a44",1821
"6394","Sonora","General","2004","25a44",2363
"6395","Tabasco","General","2004","25a44",2043
"6396","Tamaulipas","General","2004","25a44",3389
"6397","Tlaxcala","General","2004","25a44",705
"6398","Veracruz","General","2004","25a44",4227
"6399","Yucatan","General","2004","25a44",1804
"6400","Zacatecas","General","2004","25a44",1132
"6401","Aguscalientes","General","2005","25a44",1133
"6402","Baja California","General","2005","25a44",2883
"6403","Baja California Sur","General","2005","25a44",547
"6404","Campeche","General","2005","25a44",904
"6405","Coahuila","General","2005","25a44",3332
"6406","Colima","General","2005","25a44",474
"6407","Chiapas","General","2005","25a44",2866
"6408","Chihuahua","General","2005","25a44",2670
